"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
2313;"LE RUISSEAU DU WASSIEUX A IMECOURT 1";"03156838";843774;6921377;169013;2016-08-10;0,014;NA;0,3;5,73;2,4;80,27;NA;7,67;NA;"";"isolée";"bosquets éparses";NA;"";"2009-2016";"AQUASCOP";"Wassieux";15;29,52;61,5;117;0,97;35,355;0,39;2,819;2,963;0,251;0,134;0,123;16,583;1,653;3,449;5,638;6,274;0,911;0,618;0,553;6,387;41,641;0,337;0,34;0,003;0,116;0,844;1,126;0,2;0,101;0,911;100,352;0,042;4,64;2;0,344;30;0;0,058;1;13,497;74,847;11,656;2,047;13,09;0;9;"TABLES CALCAIRES";0;1,7;0,999;75,167;13,333;0;0,174;0,094;0,754;0,076;0,311;0,294;0,666;0,246;1,599;0,222;0,386;0,648;3,768;"TABLES CALCAIRES";"tres faible"
2319;"LE FOURCHON A RETHONDES 1";"03155600";698952;6926896;169012;2016-06-27;0,063;NA;0,25;3,37;1,9;47,13;NA;10,1;NA;"";"semi-continue";"semi-continue";NA;"Pose de bâtons sur 2 radiers distincts";"2009-2016";"AQUASCOP";"Fourchon";15;11,84;19,5;27,16;0,63;12,931;0,215;1,829;1,943;0,173;0,119;0,112;11,882;12,551;1,823;3,381;3,999;0,767;0,541;0,456;4,412;45,169;1,362;0,314;0,003;0,058;0,49;0,54;0,16;0,764;0,798;100,387;0,333;40,795;5;0,054;30;0;0,39;4;35,833;64,167;0;1,471;12,8;0;9;"TABLES CALCAIRES";0;1;0,63;62,421;18,462;0;-0,33;-0,274;-1,102;-0,091;0,577;-0,332;-1,264;-0,718;-2,336;-0,267;0,716;-0,733;6,034;"TABLES CALCAIRES";"moyen"
2320;"LA PY A SAINT-SOUPLET-SUR-PY 1";"03157680";808447;6904799;169014;2016-08-09;0,43;NA;0,9;8,87;6,43;125,6;NA;2,12;NA;"";"continue";"continue";NA;"";"2009-2016";"AQUASCOP";"Py";15;12;17;26;0,527;13,045;1,264;6,278;6,432;0,336;0,203;0,198;20,303;21,772;6,853;8,766;9,37;1,067;0,787;0,735;8,269;15,285;5,595;0,406;0,004;0,114;0,559;1,381;0,158;0,829;1,102;100,635;0,3;13,536;3;0,161;30;0;1,299;2;31,858;68,142;0;1,669;50,98;0;9;"TABLES CALCAIRES";0;1,78;3,542;73,664;8,403;0;0,201;0,223;-0,148;-0,05;-0,391;0,265;0,767;0,585;-0,314;-0,148;-0,485;0,585;2,883;"TABLES CALCAIRES";"tres faible"
2324;"LE CHENEU A MOURMELON-LE-PETIT 1";"03159680";801778;6893791;169015;2016-08-08;0,222;NA;0,5;5,47;3,8;77,6;NA;0,07;NA;"";"semi-continue";"continue";NA;"";"2009-2016";"AQUASCOP";"Cheneu";15;12;18;27,16;0,595;13,51;1,293;4,407;4,579;0,38;0,294;0,283;11,648;47,643;3,518;5,823;6,288;0,816;0,607;0,561;7,139;0,385;0,954;0,33;0,003;0,106;0,362;0,622;0,107;0,272;0,82;100,437;0,112;0,114;4;0,022;30;1;1,007;2;70,94;29,06;0;1,412;26,52;0;9;"TABLES CALCAIRES";0;1,08;1,088;0,747;0,128;0;-0,009;0,138;-2,068;-0,182;-4,082;-0,058;-0,034;0,362;-4,383;-0,534;-5,067;-0,128;10,509;"TABLES CALCAIRES";"tres fort"
2336;"LE BIEZ A MONDEVILLE 1";"03238500";458317,83;6903106,33;110801;2016-10-14;NA;NA;2;30;2;200;NA;2;1;"";"continue";"absence";NA;"TEST";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Biez";3;1;2;8;1,267;1,437;0,152;0,855;1,123;0,35;0,178;0,135;2,442;15,74;1963,434;6;9,849;328,85;327,239;199,354;0,018;3911,317;47165,78;1,844;0,018;0,191;1,466;NA;NA;24,022;358,262;457,792;0,424;154232,1;NA;NA;6;0;NA;1;NA;NA;NA;NA;66,76;0,006;9;"TABLES CALCAIRES";0;1,1;3,375;66,218;11,036;0;-0,261;-5,919;NA;5,625;-0,333;5,781;-0,999;-15,522;NA;16,538;-0,413;12,755;NA;"TABLES CALCAIRES";NA
2337;"L'YERRES A COURTOMER 1";"03078110";692846;6838818;100310;2016-07-18;0,55;0,557;1,2;12,5;8,8;150;NA;0,27;NA;"";"bosquets éparses";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"pas de radier sur la station ";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Yerres";12;NA;NA;NA;NA;NA;3,09;8,342;8,517;0,489;0,368;0,36;17,627;21,396;22,872;13,869;15,563;2,308;1,655;1,471;6,015;3,897;10,402;0,938;0,009;0,146;0,404;1,239;0,089;0,459;2,319;101,811;0,115;2,002;3;0,112;24;1;NA;2;61,176;30,588;8,235;1,771;416,52;0;9;"TABLES CALCAIRES";0;1,1;23,303;61,723;4,451;0;0,018;-0,295;-0,738;0,283;-1,548;0,365;0,07;-0,773;-1,564;0,832;-1,922;0,806;5,967;"TABLES CALCAIRES";"faible"
2338;"LA LIANE À WIRWIGNES (62)";"01092000";611146;7063387;165981;2016-07-19;0,64;NA;1,1;22;7,65;308;NA;1,4;NA;"";"continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Escaut, Somme et cours d'eau côtiers de la Manche et de la Mer du Nord";"berges extrêmement abruptes/ station très difficile à carhycer";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Liane";14;28,84;41;54,16;0,471;33,14;3,259;7,113;7,484;0,78;0,458;0,431;10,026;9,203;54,251;20,714;23,393;4,519;2,629;2,322;4,593;31,889;32,756;1,583;0,016;0,292;0,618;2,865;0,138;0,614;4,539;103,559;0,121;22,107;4;0,184;28;0;0,595;2;55,208;44,792;0;1,631;127,48;0;9;"TABLES CALCAIRES";0;1,17;12,237;168,063;8,113;0;0,781;-0,452;-0,112;1,202;-0,412;1,852;2,988;-1,186;-0,238;3,535;-0,511;4,086;12,544;"TABLES CALCAIRES";"tres fort"
2340;"LA BARBUISE A POUAN-LES-VALLEES 1";"03020145";779460;6824964;94944;2016-10-19;0,505;NA;0,88;7,4;6,13;113;NA;0,71;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Barbuise";15;4;8;14,16;0,949;4,667;2,471;5,861;6,23;0,68;0,428;0,399;9,432;14,142;6,742;7,535;8,355;1,313;0,901;0,809;5,859;5,635;2,206;0,486;0,005;0,219;0,501;0,747;0,099;0,329;1,319;100,602;0,111;2,057;4;0,207;30;0;1,126;2;84,615;13,462;1,923;1,433;199,1;0,065;9;"TABLES CALCAIRES";0;1,37;17,814;124,076;16,466;1;-0,367;-0,251;-0,043;-0,127;-0,899;-0,468;-1,403;-0,658;-0,092;-0,373;-1,116;-1,032;4,674;"TABLES CALCAIRES";"faible"
2345;"L'ESCHES A BORNEL 1";"03138390";641913;6900352;104178;2016-08-29;0,491;0,725;0,95;12;6,62;168;NA;3,2;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Esches";15;9,84;18;38;0,951;11,841;1,466;5,405;5,579;0,38;0,269;0,261;15,85;14,504;10,152;8,584;9,444;1,609;1,193;1,088;5,363;34,159;8,812;0,715;0,007;0,123;0,445;1,353;0,158;0,888;1,65;101,001;0,261;33,108;3;0,058;30;0;1,126;2;33,696;64,13;2,174;1,618;105,2;0;9;"TABLES CALCAIRES";0;1,08;1,606;50,416;5,873;0;-0,042;-0,279;-1,237;0,209;0,333;0,277;-0,159;-0,731;-2,623;0,616;0,413;0,611;5,153;"TABLES CALCAIRES";"faible"
2351;"L'ARDUSSON A FERREUX-QUINCEY 2";"03011840";744712;6817768;94292;2016-10-19;0,341;NA;1;9,6;6,7;127;NA;6,22;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"Batonnets radier B non retrouvés.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ardusson";15;5;9;18;0,98;5,951;1,667;6,093;6,21;0,419;0,279;0,273;14,954;6,165;3,594;8,836;9,016;0,682;0,414;0,405;13,139;24,722;0,957;0,356;0,004;0,131;0,461;1,549;0,175;0,268;0,686;99,848;0,134;6,777;4;0,085;30;0;1,083;2;27;43;30;2,206;127,99;0;9;"TABLES CALCAIRES";0;1,16;4,603;280,867;31,788;0;-0,073;0,599;-0,88;-0,69;1,081;-0,865;-0,278;1,57;-1,864;-2,028;1,342;-1,908;8,99;"TABLES CALCAIRES";"fort"
2353;"L'ANCRE A ESTISSAC 1";"03043450";761735;6793806;98160;2016-10-20;0,295;NA;0,7;6,7;5,1;91;NA;3,63;NA;"";"bosquets éparses";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ancre";15;9;16;34;0,997;10,964;1,031;5,329;5,55;0,317;0,2;0,189;19,397;14,439;3,687;6,606;7,196;0,753;0,567;0,513;9,035;18,278;2,056;0,31;0,003;0,115;0,576;1,661;0,252;0,588;0,771;100,284;0,251;11,848;3;0,117;30;0;0,433;2;46,4;53,6;0;1,9;78,84;0,228;9;"TABLES CALCAIRES";0;1,13;2,48;88,314;13,37;0;-0,216;0,27;-0,512;-0,49;0,335;-0,584;-0,825;0,708;-1,084;-1,441;0,415;-1,289;5,762;"TABLES CALCAIRES";"faible"
2354;"L'AISNE A LISLE-EN-BARROIS 1";"03145290";852643;6869963;104610;2016-10-06;0,033;NA;0,7;9,37;4,67;138;NA;7,17;NA;"";"semi-continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aisne";15;22;33;49;0,629;24,819;0,981;3,986;4,187;0,387;0,242;0,226;14,301;1,069;15,372;10,972;12,661;2,32;1,406;1,215;4,78;85,454;1,584;0,938;0,009;0,192;0,802;1,493;0,136;0,105;2,321;101,463;0,028;10,33;6;0,164;30;0;0,801;2;40,367;57,798;1,835;1,822;42,17;0;9;"TABLES CALCAIRES";0;1,02;5,624;395,579;36,055;0;0,483;-0,307;-0,108;0,766;0,746;1,173;1,848;-0,805;-0,229;2,254;0,927;2,588;8,649;"TABLES CALCAIRES";"fort"
2355;"LE PETIT THÉRAIN A ACHY 1";"03163750";626290;6939180;105707;2016-08-26;1,12;NA;1,45;13,5;10,2;190;NA;1,1;NA;"";"bosquets éparses";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Petit therain";16;26;37,5;64,16;0,7;29,524;3,919;8,939;9,162;0,621;0,443;0,431;15,005;15,098;15,822;12,526;13,332;1,716;1,278;1,192;7,376;12,867;8,909;0,702;0,007;0,17;0,383;2,171;0,173;0,574;1,733;101,011;0,163;7,904;3;0,143;32;2;0,31;4;47,191;51,685;1,124;1,549;153,15;0;9;"TABLES CALCAIRES";0;1,18;2,677;28,888;2,306;1;0,222;0,004;-0,384;0,195;-0,574;0,523;0,849;0,011;-0,814;0,574;-0,712;1,154;4,114;"TABLES CALCAIRES";"tres faible"
2358;"LA VAUX A HAUTEVILLE 1";"03149353";794598;6943493;104937;2016-07-19;0,746;NA;1,4;20;9,53;291;NA;1,37;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Vaux";15;9;18,5;31,16;0,936;10,008;4,364;9,131;9,489;0,799;0,469;0,449;13,716;7,879;36,598;16,466;18,613;3,349;2,221;1,962;4,945;26,372;16,728;1,325;0,013;0,337;0,707;2,157;0,131;0,47;3,361;102,37;0,102;13,864;4;0,379;30;0;0,736;2;11,927;85,321;2,752;1,724;155,86;0;9;"TABLES CALCAIRES";0;1,18;10,687;143,63;8,723;0;0,49;-0,397;0,59;0,861;-0,347;1,353;1,875;-1,042;1,25;2,53;-0,431;2,984;10,112;"TABLES CALCAIRES";"tres fort"
2360;"LA FOURNELLE A QUATRE-CHAMPS 1";"03148220";827186;6927373;104799;2016-07-20;0,024;NA;0,7;10,9;4,83;140;NA;7,71;NA;"";"semi-continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Fournelle";15;24;38;59,16;0,691;27,026;0,657;3,834;3,928;0,266;0,148;0,141;25,184;1,536;15,567;9,059;10,608;2,237;1,717;1,459;4,078;110,381;2,702;1,117;0,011;0,232;1,394;1,665;0,184;0,181;2,239;101,372;0,044;23,219;4;0,309;30;0;0,801;2;15,323;66,935;17,742;2,103;27,11;0;9;"TABLES CALCAIRES";0;1,04;2,655;200,811;22,167;0;0,426;-0,424;0,571;0,822;0,629;1,418;1,631;-1,111;1,21;2,418;0,781;3,128;10,279;"TABLES CALCAIRES";"tres fort"
2368;"LA CALONNE A BONNEVILLE LA LOUVET 1";"03227760";505974;6911740;169311;2016-07-19;1,173;NA;1,15;11,3;8,07;165,7;NA;1,34;NA;"";"absence";"semi-continue";NA;"1 seul site pour le colmatage";"2009-2016";"AQUASCOP";"Calonne";15;13,84;37;72,8;1,132;19,236;5,371;9,992;10,493;0,909;0,567;0,531;13,268;9,094;13,82;12,905;13,87;1,654;1,088;1,003;8,243;13,191;4,611;0,633;0,006;0,337;0,61;2,548;0,197;0,343;1,66;100,645;0,106;4,892;3;0,357;30;0;0,058;1;43,651;56,349;0;1,926;150,98;0,86;9;"TABLES CALCAIRES";0;1,21;3,06;40,225;3,117;0;0,256;0,117;0,534;0,162;-0,383;0,395;0,979;0,306;1,132;0,475;-0,475;0,872;4,24;"TABLES CALCAIRES";"tres faible"
2384;"LE RU DE CHAMPVOISY A CHAMPVOISY 1";"03105918";747119,16;6891992,05;167788;2016-09-20;0,01;NA;0,4;7,4;2,6;104;NA;21,122;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DVM";"";"2009-2016";"AQUABIO";"Champvoisy";15;22,84;33;47;0,513;26,091;0,213;2,151;2,241;0,183;0,107;0,099;19,66;1,507;10,957;7,855;9,614;2,188;1,454;1,149;3,592;238,082;2,633;0,949;0,01;0,088;0,926;2,775;0,353;0,259;2,192;100,915;0,068;80,372;3;0,137;30;5;0,65;2;6,667;85;8,333;1,693;13,89;0;9;"TABLES CALCAIRES";0;1,08;0,452;93,657;11,923;0;0,488;-0,487;-0,175;0,94;1,349;1,418;1,866;-1,278;-0,371;2,763;1,675;3,13;11,084;"TABLES CALCAIRES";"tres fort"
2390;"ECHANDON A TAUXIGNY";"04475008";536128;6679016;170953;2016-08-22;0,097;NA;1;9,1;6,9;127,6;NA;0,08;NA;"";"continue";"continue";"Réseau de suivi local de l'opération de restauration hydromorphologique de reconnexion d'anciens méandres de l'Echadon (37)";"pas de radier. station dans remous de seuil de blocs";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Echandon";15;NA;NA;NA;NA;NA;2,503;5,69;6,014;0,606;0,435;0,411;9,829;7,84;7,395;7,308;8,344;1,354;1,015;0,888;5,449;0,697;0,479;0,539;0,005;0,208;0,483;0,764;0,105;0,066;1,354;100,742;0,021;0,052;5;0,118;30;0;0,65;2;81,707;13,415;4,878;1,515;107,73;0;9;"TABLES CALCAIRES";0;1,75;3,299;2,589;0,354;0;-0,21;-0,265;-0,542;0,032;-3,346;-0,052;-0,803;-0,695;-1,149;0,093;-4,154;-0,116;7,009;"TABLES CALCAIRES";"moyen"
2391;"ECHANDON à SAINT-BRANCHS";"04074647";535502;6684494;118895;2016-08-23;0,165;NA;1;7,71;6,98;108;NA;0,865;NA;"";"espacée-régulière";"isolée";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"pas de radier";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Echandon";15;NA;NA;NA;NA;NA;2,59;6,82;7,062;0,53;0,384;0,37;13,515;4,204;7,91;8,155;8,942;1,235;0,973;0,886;6,667;7,52;0,902;0,488;0,005;0,162;0,431;0,791;0,097;0,115;1,235;100,659;0,037;0,948;3;0,11;30;1;0,271;2;60;30,909;9,091;1,898;127,39;0,221;9;"TABLES CALCAIRES";0;1,25;4,084;34,655;4,25;0;-0,151;-0,079;-0,622;-0,095;-0,893;-0,073;-0,579;-0,208;-1,318;-0,28;-1,109;-0,162;3,656;"TABLES CALCAIRES";"tres faible"
2425;"ROUMER à LANGEAIS";"04072150";499300;6695997;118720;2016-08-26;0,128;NA;0,8;6,96;5,53;97,5;NA;3,18;NA;"";"continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Roumer";15;27,84;52,5;83,16;0,742;33,662;1,531;5,298;5,454;0,404;0,27;0,261;16,017;3,63;4,583;6,491;6,952;0,913;0,693;0,646;7,31;20,143;0,701;0,386;0,004;0,201;0,709;1,167;0,18;0,169;0,914;100,355;0,067;3,472;3;0,146;30;1;0,13;4;38,532;48,624;12,844;2,114;110,83;0,463;9;"TABLES CALCAIRES";0;1,19;2,082;64,95;10,007;0;-0,337;0,026;-0,33;-0,368;0,349;-0,546;-1,29;0,068;-0,7;-1,083;0,433;-1,204;4,778;"TABLES CALCAIRES";"faible"
2428;"L'ITON A CHAISE-DIEU-DU-THEIL 1";"03197000";537952;6854437;78965;2016-10-14;0,465;NA;1,75;14;12,21;196;NA;0,7;NA;"";"continue";"espacée-régulière";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"2 batonnets disparus

Pente  egal coef directeur droite";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Iton";16;33;53,5;78,16;0,662;37,972;5,069;10,913;11,168;0,733;0,457;0,447;17,187;5,934;20,073;16,031;16,711;1,821;1,254;1,202;8,861;8,252;3,562;0,947;0,009;0,246;0,507;2,365;0,148;0,184;1,822;101,016;0,053;1,562;5;0,234;32;4;0,671;2;15,842;72,277;11,881;1,999;151,84;0;9;"TABLES CALCAIRES";0;1,16;4,69;32,206;2,009;0;0,471;0,188;0,111;0,256;-1,03;0,766;1,803;0,494;0,235;0,754;-1,278;1,689;6,253;"TABLES CALCAIRES";"moyen"
2436;"LA SERRE A LE FRETY 2";"03143225";790799;6960601;104396;2011-08-23;0,015;NA;0,4;10,8;2,9;170;NA;3,71;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"Qualif incertaine 
Pas d'infos sur les batonnets. 
Nombre de points trop faible transects 4 6 10 12 13 14 
Saisie effectuée 5 ans après en décembre 2016 par M Keyser.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Serre";15;26,84;58,5;89,32;0,845;31,204;0,903;3,367;3,601;0,395;0,238;0,218;12,576;0,753;7,439;8,396;9,552;1,485;0,891;0,784;5,801;28,545;0,29;0,519;0,005;0,232;0,872;1,463;0,174;0,041;1,485;100,81;0,014;1,297;4;0,297;30;0;0,65;2;50,746;49,254;0;1,552;12,79;0;9;"TABLES CALCAIRES";0;1,09;1,085;39,489;4,703;0;0,579;0;0,609;0,569;-0,425;1,074;2,217;0;1,291;1,674;-0,528;2,371;8,081;"TABLES CALCAIRES";"fort"
2437;"L'ORDRIMOUILLE A COINCY 2";"03114650";730301,05;6897373,12;167795;2016-08-23;0,073;NA;0,7;8,9;4,8;124,6;NA;3,248;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DVM";"";"2009-2016";"AQUABIO";"Ordrimouille";15;41,84;74,5;110,8;0,684;48,514;2,336;4,849;5,294;0,664;0,462;0,418;8,559;0,981;13,404;8,334;10,25;2,361;1,605;1,304;3,555;41,565;0,895;0,947;0,009;0,262;0,547;0,624;0,075;0,068;2,362;101,495;0,017;3,438;3;0,175;30;1;0,65;2;47,414;47,414;5,172;2,054;76,7;0;9;"TABLES CALCAIRES";0;1,32;2,963;94,41;11,328;0;0,025;-0,66;-0,107;0,659;0,212;0,721;0,097;-1,731;-0,227;1,938;0,263;1,591;5,847;"TABLES CALCAIRES";"faible"
2440;"LA DHUYS A MONTIGNY-LES-CONDE 1";"03112790";740304,36;6876115,67;167790;2016-08-25;0,105;NA;1;11,2;7,4;156;NA;4,336;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DVM";"Accès dans la propriété agricole. Se garer avant et demander aux propriétaires.

Différence entre coordonnées du point de prélèvement déjà enregistré 016 et celles des opérateurs 2016.
Coordonnées opérateurs
Xamont 740292.031 Yamont 6876276.813 Xaval 740337.179 Yaval 6876404.237";"2009-2016";"AQUABIO";"Dhuys";15;50,84;64;95,16;0,425;56,199;2,449;6,916;7,213;0,562;0,346;0,327;16,053;1,372;19,604;14,377;16,137;2,164;1,411;1,252;6,85;53,24;2,057;0,843;0,008;0,264;0,744;4,25;0,296;0,108;2,165;101,263;0,029;6,496;5;0,263;30;0;0,65;2;3,571;84,821;11,607;1,797;91,13;0;9;"TABLES CALCAIRES";0;1,17;3,009;127,991;8,902;0;0,518;-0,021;0,281;0,536;0,575;1,011;1,982;-0,054;0,596;1,576;0,713;2,23;7,152;"TABLES CALCAIRES";"moyen"
2441;"LA LIVRE A AVENAY-VAL-D'OR 3";"03105142";776987,03;6884956,08;167786;2016-08-25;0,262;NA;0,6;6,3;3,9;88;NA;1,411;NA;"";"isolée";"espacée-régulière";"Réseau de gestion des eaux superficielles de la DVM";"";"2009-2016";"AQUABIO";"Livre";15;4,84;10;16;0,886;5,761;1,153;3,481;3,773;0,465;0,332;0,305;7,641;13,348;3,98;5,273;6,061;1,115;0,758;0,657;4,736;9,089;1,507;0,439;0,004;0,144;0,428;0,809;0,153;0,386;1,123;100,596;0,142;4,047;3;0,103;30;0;0,043;1;48,454;51,546;0;1,73;97,58;0;9;"TABLES CALCAIRES";0;1,06;2,81;38,893;7,375;0;-0,506;-0,396;-0,663;-0,141;-0,519;-0,62;-1,936;-1,039;-1,405;-0,415;-0,644;-1,368;6,806;"TABLES CALCAIRES";"moyen"
2442;"LE DOLLOIR A ESSISES 2";"03108190";730108,83;6874019,9;167789;2016-08-24;0,055;NA;1,2;11,1;8,3;155;NA;5,143;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DVM";"Différence entre coordonnées du point de prélèvement déjà enregistré 016 et celles des opérateurs 2016.
Coordonnées opérateurs
Xamont 730231.837 Yamont 6873775.849 Xaval 730177.667 Yaval 6873884.213";"2009-2016";"AQUABIO";"Dolloir";15;8,84;23,5;108,32;1,604;10,671;1,89;5,216;5,482;0,494;0,322;0,304;13,487;0,897;12,674;10,181;11,287;1,899;1,239;1,115;5,442;56,243;0,877;0,876;0,009;0,241;0,657;0,922;0,091;0,073;1,899;101,005;0,022;4,379;5;0,226;30;0;0,65;2;12,5;72,5;15;2,009;49,57;0;9;"TABLES CALCAIRES";0;1,13;1,685;85,013;8,35;0;0,359;-0,193;0,192;0,532;0,484;0,895;1,373;-0,505;0,408;1,565;0,6;1,974;6,425;"TABLES CALCAIRES";"moyen"
2443;"LE RU DU PONT FOIRIER A BRECY 1";"03114540";731172;6891980;167791;2016-08-24;0,01;NA;0,5;7;3,4;98;NA;4,908;NA;"";"continue";"bosquets éparses";"Réseau de gestion des eaux superficielles de la DVM";"Différence entre coordonnées du point de prélèvement déjà enregistré 05 et celles des opérateurs 2016.
Coordonnées opérateurs
Xamont 73.1237.815 Yamont 6894770.836 Xaval 731167.916 Yaval 6894811.721";"2009-2016";"AQUABIO";"Pont foirier";15;32,84;44;59,16;0,436;35,341;0,375;1,978;2,114;0,234;0,154;0,141;11,595;1,405;5,92;5,758;7,149;1,671;1,041;0,829;3,487;39,893;0,514;0,691;0,007;0,163;0,899;0,872;0,151;0,089;1,671;101,197;0,028;4,403;4;0,19;30;3;0,541;2;12,791;74,419;12,791;2,039;25,47;0;9;"TABLES CALCAIRES";0;1,1;1,147;55,225;9,592;0;-0,008;-0,575;0,091;0,543;0,151;0,484;-0,031;-1,507;0,194;1,598;0,187;1,067;4,583;"TABLES CALCAIRES";"faible"
