"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
2539;"LA MORTAGNE À SAINT-MAURICE-SUR-MORTAGNE";"02068800";965157;6817021;90357;2012-08-08;0,34;NA;2,3;16,2;15,9;230;NA;1,99;NA;"";"bosquets éparses";"espacée-régulière";"Contrôle de surveillance des cours d'eau du bassin Rhin";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Mortagne";15;15,84;25,5;44,32;0,712;18,049;5,111;11,575;11,839;0,623;0,424;0,414;20,71;2,685;23,434;16,846;17,8;1,881;1,4;1,32;9,117;25,777;3,379;0,816;0,008;0,238;0,52;2,252;0,134;0,148;1,882;101,033;0,041;3,973;4;0,146;30;0;0,271;2;8,434;74,699;16,867;1,868;347,63;0,482;10;"COTES CALCAIRES EST";0;1,16;22,247;434,304;25,78;0;0,162;0,118;-0,899;0,027;0,084;0,294;0,804;0,453;-2,62;0,112;0,096;0,815;4,901;"COTES CALCAIRES EST";"faible"
2548;"OUGEOTTE A CHAUVIREY-LE-CHATEL 3";"06202170";905112;6746456;171331;2016-05-04;0,015;NA;0,44;4,25;3,13;59,6;NA;0,007;NA;"";"semi-continue";"semi-continue";NA;"station sous influence ouvrage transversal dérasement prévu 2017";"2009-2016";"FDAAPPMA HAUTE SAONE";"Ougeotte";15;0,09;0,09;0,09;0;0,09;1,339;3,169;3,769;0,675;0,409;0,333;5,816;9,013;3,787;4,483;5,772;1,317;0,841;0,639;3,522;0,042;0,066;0,545;0,005;0,289;0,681;1,507;0,336;0,02;1,317;100,642;0,007;0,001;3;0,481;30;0;0,115;1;100;0;0;0;11,51;0;10;"COTES CALCAIRES EST";0;1,05;1,422;0,093;0,021;0;0,003;-0,521;1,221;0,515;-6,1;0,448;0,015;-2;3,56;2,167;-6,97;1,24;15,952;"COTES CALCAIRES EST";"tres fort"
2558;"LA MARNE A RIAUCOURT 1";"03086100";859989;6784715;101041;2012-10-03;1,623;NA;3;26;21;364;NA;1,4;NA;"";"bosquets éparses";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"Opération saisie en avril 2017 par M Keyser après avoir retrouvé les fiches terrain. Pas de traces des batonnets.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Marne";15;17,84;34,5;52;0,732;20,115;9,583;20,909;21,136;0,788;0,497;0,486;35,679;7,321;56,225;30,232;31,513;2,549;1,882;1,804;12,315;24,77;22,819;0,963;0,01;0,349;0,745;7,006;0,232;0,417;2,558;101,515;0,097;10,82;3;0,399;30;3;0,433;2;14,912;68,421;16,667;1,834;905,06;0;10;"COTES CALCAIRES EST";0;1,02;88,319;1212,973;40,123;0;0,419;0,331;-0,153;0,093;-0,13;0,614;2,086;1,271;-0,445;0,393;-0,148;1,703;6,046;"COTES CALCAIRES EST";"moyen"
2564;"LA MARNE A BAYARD-SUR-MARNE 3";"03088800";857982;6819871;101153;2012-10-03;NA;NA;NA;32;27;NA;NA;4,2;NA;"";"absence";"absence";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"Opération saisie en avril 2017 par M.Keyser. Pas de mesure de débit et colmatage retrouvés dans la fiche terrain.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Marne";15;25;59;117,64;1,012;30,27;10,938;24,865;25,033;0,717;0,439;0,436;36,808;20,586;77,798;36,852;37,985;2,81;2,124;2,055;13,166;84,688;167,79;1,201;0,012;0,234;0,523;4,59;0,125;2,169;3,051;101,355;0,475;190,16;4;0,19;30;2;0,108;2;6,796;72,816;20,388;1,851;2036,62;0;10;"COTES CALCAIRES EST";0;1,48;201,295;8293,757;225,056;0;0,34;0,323;-1,113;-0,01;1,086;0,469;1,692;1,242;-3,247;-0,042;1,24;1,299;8,762;"COTES CALCAIRES EST";"fort"
2587;"RUISSEAU DU VAL DE PRESLE A HAUTE-AMANCE";"06001210";892677;6754035;171308;2017-06-21;0,006;NA;0,35;5,1;2,43;71,4;NA;4,4;NA;"";"semi-continue";"semi-continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Val de presle";15;6;11;16,16;0,743;7,078;0,17;1,829;1,883;0,124;0,08;0,077;18,733;3,006;4,824;4,775;5,958;1,332;1,012;0,809;3,597;34,921;0,835;0,459;0,005;0,074;0,789;0,359;0,075;0,175;1,334;101,052;0,056;7,593;3;0,093;30;0;0,541;2;74,866;25,134;0;1,15;37,45;0;10;"COTES CALCAIRES EST";0;1,02;4,067;175,548;36,766;0;-0,337;-0,608;-0,739;0,234;0,557;0,006;-1,678;-2,335;-2,156;0,984;0,636;0,015;7,805;"COTES CALCAIRES EST";"fort"
2693;"LE RU DE MÉLISEY A TANLAY 1";"03037480";782674;6751002;97552;2017-09-25;0,07;NA;1;8,6;7;121;NA;4,79;NA;"";"bosquets éparses";"continue";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Melisey";16;7;18,5;64,96;1,565;10,775;1,202;5,595;5,751;0,364;0,217;0,209;18,532;2,387;5,481;7,754;8,359;0,977;0,705;0,652;8,139;30,627;0,681;0,459;0,005;0,152;0,71;0,969;0,125;0,129;0,978;100,32;0,05;4,183;3;0,152;32;2;NA;2;68;17,333;14,667;1,604;41,54;0;10;"COTES CALCAIRES EST";0;1,02;2,322;109,111;14,071;0;0,112;0,199;-0,28;-0,102;0,657;0,073;0,558;0,766;-0,817;-0,427;0,75;0,202;3,521;"COTES CALCAIRES EST";"tres faible"
2715;"LE BRUCHBACH À VELVING (INTER DER MUEHLE)";"02106225";957701;6909062;174145;2016-08-01;0,011;NA;0,27;2,85;1,62;40;NA;3,6;NA;"";"absence";"absence";NA;"La majeure partie de la granulométrie mesurée dans les transects et sur le radier était de nature concrétion argileuse type bille d'argile";"2009-2016";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Bruchbach";15;4;7;12;0,792;4,382;0,056;1,27;1,289;0,079;0,044;0,044;16,303;26,424;0,237;3,046;3,087;0,169;0,079;0,078;18,033;2,75;0,068;0,078;0,001;0,027;0,589;0,592;0,194;0,296;0,174;100,023;0,339;0,821;3;0,011;30;0;0;1;69,355;30,645;0;1,352;3,164;0;10;"COTES CALCAIRES EST";0;1,04;0,39;13,773;4,522;0;0,058;1,231;-2,231;-1,216;0;-1,575;0,288;4,729;-6,505;-5,115;0,001;-4,366;21,004;"COTES CALCAIRES EST";"tres fort"
2717;"L'OZE A DARCEY 1";"03040250";815944;6716086;97843;2017-09-26;0,075;NA;0,7;9,73;4,9;140;NA;3,14;NA;"";"continue";"continue";NA;"ETIAGE SEVERE";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Oze";15;14;32,5;68,16;1,145;19,631;2,101;6,435;6,717;0,562;0,315;0,298;15,025;1,428;17,952;11,416;13,227;2,231;1,578;1,357;5,172;41,81;1,761;0,759;0,008;0,267;0,828;1,519;0,133;0,1;2,232;101,447;0,026;4,834;4;0,327;30;0;0,65;2;31,579;51,316;17,105;2,147;200,8;0;10;"COTES CALCAIRES EST";0;1,11;8,434;259,796;22,757;1;-0,04;-0,399;0,059;0,334;0,461;0,346;-0,198;-1,531;0,171;1,403;0,527;0,958;4,789;"COTES CALCAIRES EST";"faible"
2721;"LA MARCHE À SAPOGNE-SUR-MARCHE";"02115950";867419;6948301;93082;2017-07-25;0,795;NA;NA;11,23;7,8;143,1;NA;1,7;NA;"";"semi-continue";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Meuse";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Marche";15;11;20;34,16;0,767;13,584;2,61;6,509;6,862;0,727;0,397;0,373;10,501;14,251;7,027;8,867;9,494;1,293;0,789;0,733;7,211;12,231;3,358;0,512;0,005;0,293;0,689;1,866;0,211;0,511;1,307;100,446;0,187;6,579;4;0,327;30;0;0,855;2;30,337;68,539;1,124;1,916;102,41;0;10;"COTES CALCAIRES EST";0;1,18;0,771;12,858;1,45;1;-0,062;-0,004;0,242;-0,045;-0,249;-0,202;-0,31;-0,017;0,704;-0,191;-0,285;-0,559;2,066;"COTES CALCAIRES EST";"tres faible"
2727;"L'OURCE A AUTRICOURT 1";"03006590";820315;6768165;94035;2017-09-13;0,253;0,52;1,7;20,1;12;281;NA;1,1;NA;"";"continue";"continue";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ource";15;6,84;18,5;39,16;1,245;8,27;5,477;11,732;11,972;0,736;0,471;0,459;18,709;2,339;31,419;19,474;20,59;2,368;1,628;1,533;8,414;16,547;3,241;0,885;0,009;0,276;0,599;2,949;0,151;0,105;2,369;101,459;0,026;1,835;3;0,263;30;0;0,469;4;17,647;74,118;8,235;2,072;572,23;0;10;"COTES CALCAIRES EST";0;1,18;46,496;501,738;25,764;1;0,136;-0,008;-0,443;0,134;-0,437;0,298;0,678;-0,03;-1,291;0,563;-0,499;0,826;3,887;"COTES CALCAIRES EST";"tres faible"
2730;"NIEVRE à DOMPIERRE-SUR-NIEVRE";"04025040";718907;6681738;115870;2017-05-18;0,333;NA;1;7,4;6,77;104;NA;2,79;NA;"";"semi-continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Nievre";15;6,84;17;33,16;1,104;8,39;1,555;7,406;7,541;0,361;0,228;0,222;26,249;11,072;6,034;9,774;10,17;0,862;0,638;0,606;12,129;16,595;2,528;0,329;0,003;0,138;0,651;3,605;0,369;0,447;0,873;100,368;0,179;7,895;5;0,098;30;0;0,429;2;15,574;81,148;3,279;1,731;130,5;0;10;"COTES CALCAIRES EST";0;1,06;5,082;139,094;14,231;0;-0,048;0,493;-1,033;-0,511;0,281;-0,495;-0,238;1,895;-3,012;-2,148;0,321;-1,371;8,984;"COTES CALCAIRES EST";"fort"
2733;"LE BRUCHBACH À VELVING";"02106224";957921;6909266;172408;2016-08-01;0,01;NA;0,39;5,1;2,73;71,4;NA;5,1;NA;"";"semi-continue";"semi-continue";NA;"La station est situee sur un tronçon restauree l'annee precedente la majorite du linéaire arbore un facies type dalle argileuse. La granulometrie quasi-absente empêche de realiser la granulométrie sur radier";"2009-2016";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Bruchbach";15;NA;NA;NA;NA;NA;0,187;2,727;2,746;0,121;0,066;0,066;23,495;4,603;0,4;4,821;4,849;0,177;0,084;0,083;28,235;4,158;0,025;0,121;0,001;0,044;0,664;0,769;0,159;0,067;0,178;99,875;0,078;0,266;4;0,035;30;0;0,115;1;98,93;1,07;0;0,767;8,27;0;10;"COTES CALCAIRES EST";0;1,05;0,39;19,512;4,047;0;0,189;1,591;-1,313;-1,408;0,487;-1,608;0,939;6,113;-3,829;-5,922;0,557;-4,458;21,817;"COTES CALCAIRES EST";"tres fort"
2771;"COZANNE A CHANGE";"06610210";824172;6647986;71871;2017-06-20;0,042;NA;0,6;8,8;4;122;NA;12;NA;"";"semi-continue";"continue";NA;"";"2017";"OTEIS";"Cozanne";15;30;40;80;0,657;37,947;0,604;3,706;3,869;0,296;0,156;0,147;17,556;2,277;5,697;8,553;9,292;1,074;0,678;0,618;8,038;72,693;1,031;0,558;0,006;0,156;0,979;3,768;0,441;0,205;1,076;100,041;0,08;16,321;5;0,239;30;0;1,007;NA;10,417;76,389;13,194;1,762;40,69;0,229;10;"COTES CALCAIRES EST";0;1,13;2,143;252,274;29,494;0;0,217;0,189;0,177;-0,002;1,572;0,124;1,081;0,725;0,515;-0,008;1,796;0,343;4,468;"COTES CALCAIRES EST";"tres faible"
2788;"RUISSEAU DE NOIRONTE A RUFFEY-LE-CHATEAU ";"06438900";912088;6691065;158068;2017-04-13;0,097;NA;0,8;9,2;5,6;141;NA;0,333;NA;"";"semi-continue";"continue";NA;"Pas de radier sur la station";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Noironte";15;NA;NA;NA;NA;NA;3,123;4,726;5,51;0,971;0,661;0,571;5,039;2,475;15,94;10,756;13,085;2,809;1,486;1,224;3,847;3,998;0,824;1,093;0,011;0,258;0,361;0,937;0,087;0,052;2,809;101,816;0,014;0,252;5;0,204;30;0;0,429;4;100;0;0;0,309;73,52;0;10;"COTES CALCAIRES EST";0;1,01;5,533;18,075;1,68;0;0,244;-0,602;-0,141;0,813;-1,927;0,81;1,215;-2,314;-0,411;3,419;-2,202;2,244;11,805;"COTES CALCAIRES EST";"tres fort"
2793;"LA NIED ALLEMANDE À PONTPIERRE (AMONT)";"02103948";966907;6888861;166054;2017-10-18;0,3;0,3;1,2;11;8,5;154;NA;0,02;NA;"";"isolée";"espacée-régulière";"Réseau national de suivi des opérations de restauration hydromorphologique des cours d'eau";"avec Antoine GELARD";"2009-2016";"FLUVIAL IS";"Nied allemande";15;NA;NA;NA;NA;NA;5,789;8,087;8,908;1,076;0,715;0,647;8,326;15,498;18,822;13,19;14,96;2,388;1,436;1,262;5,653;0,248;1,523;0,999;0,01;0,426;0,595;1,329;0,101;0,083;2,389;101,311;0,023;0,023;5;0,238;30;0;0,043;4;100;0;0;0;170,84;0;10;"COTES CALCAIRES EST";0;1,03;16,948;3,325;0,252;0;0,16;-0,295;-0,217;0,442;-4,618;0,487;0,795;-1,132;-0,634;1,858;-5,277;1,349;11,045;"COTES CALCAIRES EST";"tres fort"
2794;"LE TREY À VANDIERES";"02076850";921973;6876902;90663;2017-05-24;0,15;NA;0,4;6,33;2,72;88,62;NA;6,65;NA;"";"isolée";"espacée-régulière";"Réseau Hydrobiologique et Piscicole";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Trey";15;6,84;17,5;36,16;1,165;8,761;0,348;2,166;2,267;0,218;0,152;0,144;11,618;19,238;4,857;7,588;8,106;1,132;0,654;0,61;6,77;39,78;5,479;0,456;0,005;0,108;0,659;1,925;0,254;1,159;1,202;100,689;0,458;49,83;3;0,173;30;0;0,191;4;39,024;51,22;9,756;2,176;38,93;0;10;"COTES CALCAIRES EST";0;1,12;1,96;127,864;16,851;0;0,113;0,021;-0,131;0,062;0,975;-0,01;0,56;0,081;-0,381;0,259;1,115;-0,028;2,425;"COTES CALCAIRES EST";"tres faible"
2795;"LA VEZOUZE À THIEBAUMENIL";"02067800";969093;6837206;90265;2017-06-19;1,16;NA;NA;15,6;11,5;220;NA;0,43;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Rhin";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Vezouze";15;7;11;14,16;0,583;7,81;4,859;10,77;11,083;0,636;0,454;0,441;17,425;19,873;26,408;15,052;16,531;2,281;1,761;1,6;6,619;6,751;14,89;0,885;0,009;0,185;0,399;1,274;0,085;0,565;2,297;101,614;0,136;4,2;3;0,131;30;0;0,541;2;51,961;48,039;0;1,796;467,47;0,264;10;"COTES CALCAIRES EST";0;1,67;38,183;161,067;10,701;0;-0,052;-0,229;-1,087;0,146;-1,405;0,242;-0,26;-0,881;-3,17;0,614;-1,606;0,67;7,201;"COTES CALCAIRES EST";"moyen"
2796;"LE BRENON À AUTREY";"02057600";931547;6829691;89777;2017-06-21;0,02;NA;1,4;12,4;10;173;NA;0,49;NA;"";"isolée";"espacée-régulière";"Contrôle de surveillance des cours d'eau du bassin Rhin";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Brenon";15;4,84;9;19,32;1,031;6,116;6,807;9,304;9,938;0,931;0,681;0,623;15,816;0,182;20,204;12,163;13,872;2,161;1,651;1,435;5,926;6,898;0,104;0,943;0,009;0,552;0,745;1,651;0,136;0,006;2,161;101,188;0,001;0,042;3;0,552;30;0;NA;2;29,032;60,215;10,753;2,236;142,8;0;10;"COTES CALCAIRES EST";0;1,14;14,159;68,061;5,596;0;0,14;-0,231;0,674;0,386;-1,445;0,662;0,697;-0,889;1,964;1,625;-1,652;1,834;8,659;"COTES CALCAIRES EST";"fort"
2797;"LE SANON À HENAMENIL";"02070750";961781;6847285;90451;2017-08-30;0,09;NA;1,2;10,8;8,4;150;NA;0,23;NA;"";"espacée-régulière";"isolée";"Contrôle de surveillance des cours d'eau du bassin Rhin";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Sanon";15;10,68;22,5;51;1,198;12,864;2,275;8,011;8,146;0,403;0,279;0,273;24,988;6,202;8,249;10,264;10,768;1,042;0,802;0,763;10,115;1,721;0,648;0,414;0,004;0,197;0,709;1;0,097;0,082;1,042;100,622;0,03;0,144;2;0,222;30;2;NA;4;47,664;44,86;7,477;2,163;178,11;0;10;"COTES CALCAIRES EST";0;1;10,919;24,637;2,4;0;-0,105;0,283;-0,296;-0,398;-2,17;-0,362;-0,523;1,088;-0,862;-1,674;-2,479;-1,004;7,631;"COTES CALCAIRES EST";"fort"
2799;"LA NIED ALLEMANDE À PONTPIERRE";"02103950";966592;6888302;166055;2017-10-17;0,22;0,3;0,7;9,3;4,8;130;NA;0,5;NA;"";"espacée-régulière";"espacée-régulière";"Réseau de suivi local de l’opération de restauration hydromorphologique sur la Nied allemande - Site de Démonstration";"";"2009-2016";"FLUVIAL IS";"Nied allemande";15;2;11;15;1,333;2,513;2,064;4,994;5,248;0,575;0,392;0,371;9,616;9,237;11,658;10,344;11,448;1,764;1,126;1,016;5,924;4,984;2,434;0,675;0,007;0,236;0,583;0,503;0,049;0,212;1,766;101,159;0,065;1,157;2;0,215;30;0;0,058;1;69,231;30,769;0;1,237;179,66;0;10;"COTES CALCAIRES EST";0;1,29;16,948;83,13;8,036;0;-0,1;-0,253;-0,332;0,126;-1,392;-0,021;-0,499;-0,971;-0,967;0,53;-1,591;-0,059;4,617;"COTES CALCAIRES EST";"faible"
2804;"L'armançon  à Tonnerre 3";"03037605";773256;6751613;174074;2017-07-27;750;NA;2,3;19,5;16,3;273;NA;3,9;NA;"Débris ligneux";"semi-continue";"semi-continue";"Réseau de gestion des eaux superficielles de la DSAM";"";"2017";"AQUABIO";"Armancon ";16;1,84;15;29;1,801;4,12;7,524;17,138;17,301;0,731;0,448;0,442;30,034;2750,605;37,224;24,074;25,026;2,097;1,58;1,511;11,888;57,828;8421,504;0,811;0,008;0,342;0,802;6,13;0,255;233,99;2894,803;2993,494;60,03;14084,623;3;0,45;32;5;0,736;2;4,795;78,082;17,123;2,006;1939,29;0,037;10;"COTES CALCAIRES EST";0;1,14;114,461;4379,163;181,906;0;-0,069;0,226;-0,238;-0,291;1,004;-0,24;-0,344;0,867;-0,694;-1,222;1,148;-0,665;4,94;"COTES CALCAIRES EST";"faible"
2809;"L'armançon  à Tonnerre 2";"03037595";772537;6751697;174073;2017-07-26;1,305;NA;3,1;31,5;22;535,5;NA;2,7;NA;"Débris ligneux de grande taille";"semi-continue";"semi-continue";"Réseau de gestion des eaux superficielles de la DSAM";"Largeur de la station superieur à 30m. 1 pont et plusieurs zone profonde recensé - 3 transects annulés - station en limite de protocole.";"2017";"AQUABIO";"Armancon ";18;22,68;73,5;124,32;1,224;33,015;8,769;21,428;21,627;0,708;0,415;0,411;34,107;5,185;57,372;30,758;31,924;2,477;1,888;1,813;12,65;48,027;22,985;0,96;0,01;0,292;0,709;5,494;0,179;0,407;2,485;101,08;0,095;20,393;4;0,257;36;7;0,736;2;3,759;72,932;23,308;1,859;1946,48;0,037;10;"COTES CALCAIRES EST";0;1,29;114,461;3031,729;98,568;0;0,175;0,287;-0,8;-0,125;0,637;0,19;0,869;1,104;-2,332;-0,526;0,728;0,528;6,087;"COTES CALCAIRES EST";"moyen"
2829;"OUCHE A FAVERNEY 1";"06016240";863274;6685905;175189;2017-06-21;1,058;NA;2;26,5;14,2;237;NA;2;NA;"";"semi-continue";"semi-continue";NA;"";"2017";"OTEIS";"Ouche";15;30;50;80;0,657;43,818;4,834;14,066;14,215;0,581;0,341;0,337;29,119;10,104;40,929;27,128;27,977;2,214;1,54;1,49;12,409;29,234;24,127;1,137;0,011;0,24;0,687;6,029;0,222;0,595;2,232;101,281;0,154;17,999;2;0,338;30;6;1,126;NA;1,695;94,068;4,237;1,533;888,923;0,044;10;"COTES CALCAIRES EST";0;1,06;NA;NA;NA;0;0,317;0,34;-0,314;-0,043;0,224;0,307;1,578;1,307;-0,916;-0,18;0,256;0,851;5,089;"COTES CALCAIRES EST";"faible"
2838;"LA RIVIÈRE DE DRUYES A ANDRYES 1";"03025919";734083;6715110;95817;2017-09-27;0,291;NA;1,3;11,8;9,26;166;NA;0,9;NA;"";"bosquets éparses";"bosquets éparses";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Druyes";15;NA;NA;NA;NA;NA;2,875;7,79;7,969;0,518;0,362;0,353;15,266;6,752;11,695;14,832;15,416;1,318;0,794;0,762;11,282;6,728;1,976;0,508;0,005;0,138;0,365;1,167;0,079;0,173;1,32;100,728;0,063;1,183;3;0,115;30;13;NA;4;69,231;19,658;11,111;1,439;168,78;0,007;10;"COTES CALCAIRES EST";0;1,04;5,324;47,006;3,169;0;0,281;0,397;-0,943;-0,15;-0,813;0,018;1,4;1,526;-2,749;-0,629;-0,929;0,05;7,284;"COTES CALCAIRES EST";"moyen"
2859;"LE RUISSEAU DE MOLENTIN À BOUCONVILLE-SUR-MADT (VILLAGE)";"02077125";899414;6863842;174178;2016-10-28;0,007;NA;0,421;7,85;2,95;109,9;NA;0,46;NA;"";"isolée";"isolée";NA;"";"2009-2016";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Molentin";15;NA;NA;NA;NA;NA;0,369;2,456;2,569;0,237;0,15;0,143;10,792;3,468;5,823;7,076;7,955;1,415;0,837;0,734;5,004;3,311;0,352;0,555;0,006;0,076;0,509;1,09;0,154;0,061;1,415;101,152;0,021;0,234;5;0,055;30;0;0,029;NA;100;0;0;0;11,869;0;10;"COTES CALCAIRES EST";0;1,01;NA;NA;NA;0;0,449;-0,172;-0,961;0,579;-1,867;0,86;2,233;-0,661;-2,802;2,435;-2,133;2,384;12,648;"COTES CALCAIRES EST";"tres fort"
2860;"LE SEREIN A PONTIGNY 2";"03036070";751685;6758376;97333;2017-07-12;0,991;NA;2;31;14;434;NA;1,33;NA;"";"semi-continue";"bosquets éparses";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Serein";15;5;12;24;1,069;6,951;6,948;12,979;13,486;0,917;0,519;0,488;19,199;6,314;49,583;40,031;41,248;2,521;1,242;1,203;16,349;15,692;12,912;0,905;0,009;0,559;1,034;11,027;0,275;0,286;2,525;101,319;0,083;4,561;4;0,723;30;0;0,794;NA;19,725;80,275;0;1,581;1265,16;0,186;10;"COTES CALCAIRES EST";0;1,48;71,295;930,207;23,237;0;0,586;0,584;0,351;-0,001;-0,133;0,294;2,913;2,242;1,024;-0,003;-0,152;0,816;7,149;"COTES CALCAIRES EST";"moyen"
2861;"LE RUISSEAU DE FRÊNES À SAUVILLE (REFERENCE)";"02106653";904949;6784340;92330;2017-06-22;0,001;NA;0,14;2;0,97;28;NA;11,96;NA;"";"continue";"continue";NA;"";"2009-2016";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Frenes";15;12,24;24;44;0,888;14,629;0,047;0,984;1,027;0,08;0,045;0,043;17,448;0,965;0,768;2,414;2,826;0,445;0,318;0,272;5,499;31,875;0,034;0,215;0,002;0,046;1,047;0,298;0,123;0,045;0,445;100,198;0,026;1,676;4;0,054;30;0;NA;NA;28,507;66,516;4,977;2,068;1,515;0;10;"COTES CALCAIRES EST";0;1,05;NA;NA;NA;0;0,077;0,111;-0,414;-0,067;1,095;0,028;0,385;0,426;-1,207;-0,284;1,251;0,078;3,631;"COTES CALCAIRES EST";"tres faible"
2862;"ARON à VERNEUIL";"04023700";743720;6639155;115727;2017-08-23;1,18;NA;3;41;20,5;568;NA;0,8;NA;"";"isolée";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aron";14;12;20;41;0,795;13,518;8,467;20,813;21,004;0,665;0,391;0,386;35,554;9,288;124,311;66,521;68,239;3,414;1,945;1,892;19,643;14,846;49,951;1,123;0,011;0,275;0,67;18,043;0,271;0,42;3,424;102,545;0,099;6,324;4;0,341;28;0;NA;NA;53,797;46,203;0;1,445;1468,05;0;10;"COTES CALCAIRES EST";0;1,53;125,994;988,801;14,865;0;1,043;0,753;-0,44;0,266;-0,62;1,127;5,187;2,894;-1,283;1,119;-0,708;3,124;14,316;"COTES CALCAIRES EST";"tres fort"
